ADM1_EN,PopGroup,NSO,WorldPop
Lvivska,F70_74,57676,52724
Lvivska,F75_79,46193,45869
Lvivska,F80Plus,68168,76928
Lvivska,M0_4,63893,68823
Lvivska,M5_9,75094,74428
Lvivska,M10_14,70780,76802
Lvivska,M15_19,63697,64374
Lvivska,M20_24,74329,64467
Lvivska,M25_29,89641,79761
Lvivska,M30_34,103666,103983
Lvivska,M35_39,109322,97096
Lvivska,M40_44,87420,92754
Lvivska,M45_49,82818,84699
Lvivska,M50_54,77721,75225
Lvivska,M55_59,82450,72866
Lvivska,M60_64,72185,58296
Lvivska,M65_69,47793,61380
Lvivska,M70_74,33412,29943
Lvivska,M75_79,22476,22329
Lvivska,M80Plus,24903,27999
Lvivska,T0_4,124305,133494
Lvivska,T5_9,146279,146057
Lvivska,T10_14,137983,149983
Lvivska,T15_19,125036,125750
Lvivska,T20_24,145678,126376
Lvivska,T25_29,175763,153747
Lvivska,T30_34,204207,201003
Lvivska,T35_39,209599,194042
Lvivska,T40_44,175528,187571
Lvivska,T45_49,169640,174428
Lvivska,T50_54,161986,159373
Lvivska,T55_59,179662,161326
Lvivska,T60_64,165405,137116
Lvivska,T65_69,119815,154893
Lvivska,T70_74,91088,82667
Lvivska,T75_79,68669,68199
Lvivska,T80Plus,93071,104927
Mykolaivska,F_T,600211,611856
Mykolaivska,M_T,518936,516399
Mykolaivska,TotalPop,1119147,1128255
Mykolaivska,F0_4,23617,28432
Mykolaivska,F5_9,30960,30261
Mykolaivska,F10_14,29029,30282
Mykolaivska,F15_19,23932,24377
Mykolaivska,F20_24,26732,26496
Mykolaivska,F25_29,35777,34494
Mykolaivska,F30_34,46693,44412
Mykolaivska,F35_39,44504,47048
Mykolaivska,F40_44,41651,44255
Mykolaivska,F45_49,41128,43382
Mykolaivska,F50_54,39541,39478
Mykolaivska,F55_59,46886,46866
Mykolaivska,F60_64,44823,45568
Mykolaivska,F65_69,40877,43689
Mykolaivska,F70_74,29177,31131
Mykolaivska,F75_79,23385,19098
Mykolaivska,F80Plus,31499,32587
Mykolaivska,M0_4,25185,30487
Mykolaivska,M5_9,33238,32114
Mykolaivska,M10_14,30995,31847
Mykolaivska,M15_19,25410,25599
Mykolaivska,M20_24,28384,27855
Mykolaivska,M25_29,38308,36045
Mykolaivska,M30_34,49254,45669
Mykolaivska,M35_39,46386,45142
Mykolaivska,M40_44,40162,41001
Mykolaivska,M45_49,37549,37440
Mykolaivska,M50_54,33048,32394
Mykolaivska,M55_59,36567,35575
Mykolaivska,M60_64,31516,32531
Mykolaivska,M65_69,25344,25557
Mykolaivska,M70_74,15703,16590
Mykolaivska,M75_79,10062,9391
Mykolaivska,M80Plus,11825,11163
Mykolaivska,T0_4,48802,58919
Mykolaivska,T5_9,64198,62374
Mykolaivska,T10_14,60024,62130
Mykolaivska,T15_19,49342,49976
Mykolaivska,T20_24,55116,54351
Mykolaivska,T25_29,74085,70539
Mykolaivska,T30_34,95947,90081
Mykolaivska,T35_39,90890,92189
Mykolaivska,T40_44,81813,85256
Mykolaivska,T45_49,78677,80822
Mykolaivska,T50_54,72589,71872
Mykolaivska,T55_59,83453,82441
Mykolaivska,T60_64,76339,78099
Mykolaivska,T65_69,66221,69246
Mykolaivska,T70_74,44880,47721
Mykolaivska,T75_79,33447,28488
Mykolaivska,T80Plus,43324,43751
Odeska,F_T,1251411,1240269
Odeska,M_T,1114759,1078413
Odeska,TotalPop,2366170,2318682
Odeska,F0_4,58940,64545
Odeska,F5_9,70866,65758
Odeska,F10_14,64309,62474
Odeska,F15_19,53774,52594
Odeska,F20_24,60173,56479
Odeska,F25_29,77837,69144
Odeska,F30_34,97158,91917
Odeska,F35_39,93617,98970
Odeska,F40_44,88894,92084
Odeska,F45_49,87033,84607
Odeska,F50_54,79755,76279
Odeska,F55_59,88798,89821
Odeska,F60_64,85650,92168
Odeska,F65_69,80682,85674
Odeska,F70_74,57671,59085
Odeska,F75_79,45150,39016
Odeska,F80Plus,61104,59655
Odeska,M0_4,63633,68524
Odeska,M5_9,75534,69271
Odeska,M10_14,68764,64875
Odeska,M15_19,55883,55110
Odeska,M20_24,64345,60107
Odeska,M25_29,82685,75579
Odeska,M30_34,100716,100813
Odeska,M35_39,106232,95423
Odeska,M40_44,84407,86803
Odeska,M45_49,80253,74760
Odeska,M50_54,68952,63047
Odeska,M55_59,70965,68193
Odeska,M60_64,60875,64748
Odeska,M65_69,50727,53204
Odeska,M70_74,32442,33468
Odeska,M75_79,21454,20211
Odeska,M80Plus,26892,24278
Odeska,T0_4,122573,133069
Odeska,T5_9,146400,135029
Odeska,T10_14,133073,127348
Odeska,T15_19,109657,107704
Odeska,T20_24,124518,116585
Odeska,T25_29,160522,144722
Odeska,T30_34,197874,192730
Odeska,T35_39,199849,194393
Odeska,T40_44,173301,178887
Odeska,T45_49,167286,159366
Odeska,T50_54,148707,139327
Odeska,T55_59,159763,158014
Odeska,T60_64,146525,156917
Odeska,T65_69,131409,138878
Odeska,T70_74,90113,92553
Odeska,T75_79,66604,59227
Odeska,T80Plus,87996,83933
Poltavska,F_T,742254,743054
Poltavska,M_T,636886,619143
Poltavska,TotalPop,1379140,1362196
Poltavska,F0_4,27809,30296
Poltavska,F5_9,34346,32553
Poltavska,F10_14,32874,34218
Poltavska,F15_19,27084,27561
Poltavska,F20_24,31701,30663
Poltavska,F25_29,42896,39211
Poltavska,F30_34,55727,51726
Poltavska,F35_39,53505,57697
Poltavska,F40_44,52630,55799
Poltavska,F45_49,53573,53320
Poltavska,F50_54,52458,46579
Poltavska,F55_59,57647,53115
Poltavska,F60_64,54096,56291
Poltavska,F65_69,50240,54807
Poltavska,F70_74,38567,41082
Poltavska,F75_79,31006,28104
Poltavska,F80Plus,46095,50033
Poltavska,M0_4,29524,32749
Poltavska,M5_9,36982,34035
Poltavska,M10_14,35226,35781
Poltavska,M15_19,28619,29935
Poltavska,M20_24,34079,32319
Poltavska,M25_29,46570,41264
Poltavska,M30_34,59116,51450
Poltavska,M35_39,54303,55176
Poltavska,M40_44,50384,52243
Poltavska,M45_49,49245,47608
Poltavska,M50_54,44954,39536
Poltavska,M55_59,47072,40959
Poltavska,M60_64,38821,39684
Poltavska,M65_69,31318,33424
Poltavska,M70_74,20558,22529
Poltavska,M75_79,13444,14407
Poltavska,M80Plus,16671,16043
Poltavska,T0_4,57333,63045
Poltavska,T5_9,71328,66588
Poltavska,T10_14,68100,69999
Poltavska,T15_19,55703,57496
Poltavska,T20_24,65780,62981
Poltavska,T25_29,89466,80475
Poltavska,T30_34,114843,103176
Poltavska,T35_39,107808,112874
Poltavska,T40_44,103014,108041
Poltavska,T45_49,102818,100927
Poltavska,T50_54,97412,86116
Poltavska,T55_59,104719,94074
Poltavska,T60_64,92917,95975
Poltavska,T65_69,81558,88231
Poltavska,T70_74,59125,63611
Poltavska,T75_79,44450,42511
Poltavska,T80Plus,62766,66076
Rivnenska,F_T,604599,616840
Rivnenska,M_T,547302,548925
Rivnenska,TotalPop,1151901,1165766
Rivnenska,F0_4,34530,40290
Rivnenska,F5_9,42188,41164
Rivnenska,F10_14,38297,42354
Rivnenska,F15_19,31801,32151
Rivnenska,F20_24,34987,28650
Rivnenska,F25_29,40010,35776
Rivnenska,F30_34,45326,46393
Rivnenska,F35_39,45527,46550
Rivnenska,F40_44,40440,43201
Rivnenska,F45_49,38954,39531
Rivnenska,F50_54,35944,36878
Rivnenska,F55_59,40539,39000
Rivnenska,F60_64,39609,34942
Rivnenska,F65_69,29609,36489
Rivnenska,F70_74,22561,22328
Rivnenska,F75_79,18421,19527
Rivnenska,F80Plus,25856,31616
Rivnenska,M0_4,36273,42124
Rivnenska,M5_9,43940,43636
Rivnenska,M10_14,40370,44487
Rivnenska,M15_19,33650,33326
Rivnenska,M20_24,36004,29858
Rivnenska,M25_29,41563,36583
Rivnenska,M30_34,48025,45279
Rivnenska,M35_39,43594,47117
Rivnenska,M40_44,39740,43113
Rivnenska,M45_49,37856,37468
Rivnenska,M50_54,32933,33004
Rivnenska,M55_59,34256,32537
Rivnenska,M60_64,30442,26034
Rivnenska,M65_69,19618,23024
Rivnenska,M70_74,12707,11917
Rivnenska,M75_79,8038,8610
Rivnenska,M80Plus,8293,10808
Rivnenska,T0_4,70803,82415
Rivnenska,T5_9,86128,84800
Rivnenska,T10_14,78667,86841
Rivnenska,T15_19,65451,65477
Rivnenska,T20_24,70991,58508
Rivnenska,T25_29,81573,72359
Rivnenska,T30_34,93351,91673
Rivnenska,T35_39,89121,93666
Rivnenska,T40_44,80180,86314
Rivnenska,T45_49,76810,76999
Rivnenska,T50_54,68877,69882
Rivnenska,T55_59,74795,71537
Rivnenska,T60_64,70051,60976
Rivnenska,T65_69,49227,59513
Rivnenska,T70_74,35268,34245
Rivnenska,T75_79,26459,28137
Rivnenska,T80Plus,34149,42424
Sevastopilska,F_T,213172,83660
Sevastopilska,M_T,178288,68784
Sevastopilska,TotalPop,391460,152444
Sevastopilska,F0_4,10771,3880
Sevastopilska,F5_9,11629,4276
Sevastopilska,F10_14,10234,3454
Sevastopilska,F15_19,8335,2497
Sevastopilska,F20_24,8143,3229
Sevastopilska,F25_29,12030,4665
Sevastopilska,F30_34,16566,6448
Sevastopilska,F35_39,16444,6477
Sevastopilska,F40_44,15147,5743
Sevastopilska,F45_49,13500,5419
Sevastopilska,F50_54,12606,5415
Sevastopilska,F55_59,15040,7032
Sevastopilska,F60_64,16091,6985
Sevastopilska,F65_69,15505,6321
Sevastopilska,F70_74,11778,4187
Sevastopilska,F75_79,7518,2971
Sevastopilska,F80Plus,11835,4665
Sevastopilska,M0_4,11328,4169
Sevastopilska,M5_9,12112,4377
Sevastopilska,M10_14,10552,3622
Sevastopilska,M15_19,9636,2827
Sevastopilska,M20_24,8976,3522
Sevastopilska,M25_29,11554,4914
Sevastopilska,M30_34,15789,7358
Sevastopilska,M35_39,18803,6204
Sevastopilska,M40_44,13941,5265
Sevastopilska,M45_49,12360,4582
Sevastopilska,M50_54,10486,4083
Sevastopilska,M55_59,10829,4742
Sevastopilska,M60_64,10107,4316
Sevastopilska,M65_69,8656,3722
Sevastopilska,M70_74,5596,2235
Sevastopilska,M75_79,3356,1300
Sevastopilska,M80Plus,4207,1547
Sevastopilska,T0_4,22099,8048
Sevastopilska,T5_9,23741,8653
Sevastopilska,T10_14,20786,7076
Sevastopilska,T15_19,17971,5324
Sevastopilska,T20_24,17119,6751
Sevastopilska,T25_29,23584,9579
Sevastopilska,T30_34,32355,13806
Sevastopilska,T35_39,35247,12681
Sevastopilska,T40_44,29088,11008
Sevastopilska,T45_49,25860,10001
Sevastopilska,T50_54,23092,9498
Sevastopilska,T55_59,25869,11774
Sevastopilska,T60_64,26198,11301
Sevastopilska,T65_69,24161,10043
Sevastopilska,T70_74,17374,6421
Sevastopilska,T75_79,10874,4270
Sevastopilska,T80Plus,16042,6211
Sumska,F_T,576668,576529
Sumska,M_T,489387,477051
Sumska,TotalPop,1066055,1053581
Sumska,F0_4,19115,22324
Sumska,F5_9,25007,24022
Sumska,F10_14,24067,25978
Sumska,F15_19,20286,21320
Sumska,F20_24,25146,22950
Sumska,F25_29,32724,31387
Sumska,F30_34,42721,40616
Sumska,F35_39,42484,43921
Sumska,F40_44,40349,41946
Sumska,F45_49,41125,41163
Sumska,F50_54,39664,38062
Sumska,F55_59,46579,45059
Sumska,F60_64,46168,45473
Sumska,F65_69,41811,38343
Sumska,F70_74,29992,31106
Sumska,F75_79,22114,21934
Sumska,F80Plus,37316,40926
Sumska,M0_4,20621,23514
Sumska,M5_9,26485,25311
Sumska,M10_14,25340,27646
Sumska,M15_19,21781,22456
Sumska,M20_24,26590,24070
Sumska,M25_29,34171,32074
Sumska,M30_34,45351,39996
Sumska,M35_39,41573,42190
Sumska,M40_44,38652,39261
Sumska,M45_49,37413,36443
Sumska,M50_54,34377,32221
Sumska,M55_59,37416,35219
Sumska,M60_64,33215,33189
Sumska,M65_69,27062,23701
Sumska,M70_74,16551,16177
Sumska,M75_79,9279,10572
Sumska,M80Plus,13510,13014
Sumska,T0_4,39736,45837
Sumska,T5_9,51492,49334
Sumska,T10_14,49407,53624
Sumska,T15_19,42067,43776
Sumska,T20_24,51736,47019
Sumska,T25_29,66895,63461
Sumska,T30_34,88072,80612
Sumska,T35_39,84057,86111
Sumska,T40_44,79001,81207
Sumska,T45_49,78538,77606
Sumska,T50_54,74041,70283
Sumska,T55_59,83995,80278
Sumska,T60_64,79383,78663
Sumska,T65_69,68873,62043
Sumska,T70_74,46543,47283
Sumska,T75_79,31393,32506
Sumska,T80Plus,50826,53939
Ternopilska,F_T,550773,565398
Ternopilska,M_T,484671,485787
Ternopilska,TotalPop,1035444,1051185
Ternopilska,F0_4,22851,27208
Ternopilska,F5_9,28657,29850
Ternopilska,F10_14,28144,32220
Ternopilska,F15_19,24681,26311
Ternopilska,F20_24,29453,25671
Ternopilska,F25_29,35958,31934
Ternopilska,F30_34,41335,41967
Ternopilska,F35_39,43201,41842
Ternopilska,F40_44,37586,40087
Ternopilska,F45_49,36963,37548
Ternopilska,F50_54,35359,34457
Ternopilska,F55_59,40189,37217
Ternopilska,F60_64,38897,35225
Ternopilska,F65_69,30410,38488
Ternopilska,F70_74,24121,24198
Ternopilska,F75_79,21017,22002
Ternopilska,F80Plus,31951,39173
Ternopilska,M0_4,24011,28453
Ternopilska,M5_9,30167,31651
Ternopilska,M10_14,29557,33992
Ternopilska,M15_19,26118,27243
Ternopilska,M20_24,30653,26570
Ternopilska,M25_29,37200,31575
Ternopilska,M30_34,42902,40530
Ternopilska,M35_39,40482,41278
Ternopilska,M40_44,36750,39247
Ternopilska,M45_49,34889,35715
Ternopilska,M50_54,32758,31425
Ternopilska,M55_59,34631,30779
Ternopilska,M60_64,30450,26345
Ternopilska,M65_69,20430,24837
Ternopilska,M70_74,13899,12893
Ternopilska,M75_79,9439,9998
Ternopilska,M80Plus,10335,13257
Ternopilska,T0_4,46862,55661
Ternopilska,T5_9,58824,61501
Ternopilska,T10_14,57701,66211
Ternopilska,T15_19,50799,53554
Ternopilska,T20_24,60106,52241
Ternopilska,T25_29,73158,63510
Ternopilska,T30_34,84237,82497
Ternopilska,T35_39,83683,83119
Ternopilska,T40_44,74336,79333
Ternopilska,T45_49,71852,73262
Ternopilska,T50_54,68117,65883
Ternopilska,T55_59,74820,67995
Ternopilska,T60_64,69347,61570
Ternopilska,T65_69,50840,63325
Ternopilska,T70_74,38020,37092
Ternopilska,T75_79,30456,32000
Ternopilska,T80Plus,42286,52430
Vinnytska,F_T,825628,836243
Vinnytska,M_T,712703,700715
Vinnytska,TotalPop,1538331,1536957
Vinnytska,F0_4,33439,38208
Vinnytska,F5_9,41982,41248
Vinnytska,F10_14,40153,43925
Vinnytska,F15_19,34915,35352
Vinnytska,F20_24,39491,35654
Vinnytska,F25_29,50113,44170
Vinnytska,F30_34,60347,55416
Vinnytska,F35_39,57649,62397
Vinnytska,F40_44,55558,60471
Vinnytska,F45_49,57616,56154
Vinnytska,F50_54,54688,49440
Vinnytska,F55_59,60698,56196
Vinnytska,F60_64,56640,58606
Vinnytska,F65_69,52159,60464
Vinnytska,F70_74,38330,45667
Vinnytska,F75_79,36860,31014
Vinnytska,F80Plus,54990,61860
Vinnytska,M0_4,35908,40654
Vinnytska,M5_9,44743,43341
Vinnytska,M10_14,42124,46977
Vinnytska,M15_19,37233,37622
Vinnytska,M20_24,42135,37187
Vinnytska,M25_29,52693,45083
Vinnytska,M30_34,63996,53207
Vinnytska,M35_39,55661,59448
Vinnytska,M40_44,51593,57453
Vinnytska,M45_49,53170,52140
Vinnytska,M50_54,49198,43325
Vinnytska,M55_59,50524,45342
Vinnytska,M60_64,42701,42482
Vinnytska,M65_69,34189,37798
Vinnytska,M70_74,21647,24048
Vinnytska,M75_79,16123,15464
Vinnytska,M80Plus,19065,19142
Vinnytska,T0_4,69347,78862
Vinnytska,T5_9,86725,84589
Vinnytska,T10_14,82277,90902
Vinnytska,T15_19,72148,72974
Vinnytska,T20_24,81626,72842
Vinnytska,T25_29,102806,89254
Vinnytska,T30_34,124343,108623
Vinnytska,T35_39,113310,121844
Vinnytska,T40_44,107151,117924
Vinnytska,T45_49,110786,108294
Vinnytska,T50_54,103886,92765
Vinnytska,T55_59,111222,101538
Vinnytska,T60_64,99341,101088
Vinnytska,T65_69,86348,98262
Vinnytska,T70_74,59977,69715
Vinnytska,T75_79,52983,46478
Vinnytska,T80Plus,74055,81002
Volynska,F_T,542963,532828
Volynska,M_T,485730,468760
Volynska,TotalPop,1028693,1001588
Volynska,F0_4,28907,32568
Volynska,F5_9,35338,34550
Volynska,F10_14,33912,34937
Volynska,F15_19,27218,25071
Volynska,F20_24,28511,24463
Volynska,F25_29,35559,32026
Volynska,F30_34,42248,40982
Volynska,F35_39,43092,40575
Volynska,F40_44,37072,36898
Volynska,F45_49,35467,33807
Volynska,F50_54,32127,32005
Volynska,F55_59,36761,33734
Volynska,F60_64,35919,31038
Volynska,F65_69,27829,31119
Volynska,F70_74,19914,19033
Volynska,F75_79,16546,17999
Volynska,F80Plus,26543,32023
Volynska,M0_4,30515,35315
Volynska,M5_9,37809,36635
Volynska,M10_14,36070,36789
Volynska,M15_19,28990,26708
Volynska,M20_24,30065,25511
Volynska,M25_29,37185,31547
Volynska,M30_34,43437,40102
Volynska,M35_39,40193,40581
Volynska,M40_44,36101,36072
Volynska,M45_49,33547,31961
Volynska,M50_54,29398,28112
Volynska,M55_59,30452,28089
Volynska,M60_64,27209,22958
Volynska,M65_69,18138,20542
Volynska,M70_74,11527,9490
Volynska,M75_79,7033,7571
Volynska,M80Plus,8061,10777
Volynska,T0_4,59422,67883
Volynska,T5_9,73147,71185
Volynska,T10_14,69982,71727
Volynska,T15_19,56208,51779
Volynska,T20_24,58576,49974
Volynska,T25_29,72744,63573
Volynska,T30_34,85685,81084
Volynska,T35_39,83285,81156
Volynska,T40_44,73173,72969
Volynska,T45_49,69014,65768
Volynska,T50_54,61525,60117
Volynska,T55_59,67213,61823
Volynska,T60_64,63128,53996
Volynska,T65_69,45967,51662
Volynska,T70_74,31441,28522
Volynska,T75_79,23579,25570
Volynska,T80Plus,34604,42800
Zakarpatska,F_T,649438,647751
Zakarpatska,M_T,601520,591881
Zakarpatska,TotalPop,1250958,1239632
Zakarpatska,F0_4,35428,41141
Zakarpatska,F5_9,44249,43147
Zakarpatska,F10_14,40521,43242
Zakarpatska,F15_19,34076,33006
Zakarpatska,F20_24,37032,32287
Zakarpatska,F25_29,45010,38587
Zakarpatska,F30_34,51802,50751
Zakarpatska,F35_39,50689,51521
Zakarpatska,F40_44,45587,47321
Zakarpatska,F45_49,43531,43046
Zakarpatska,F50_54,39671,38681
Zakarpatska,F55_59,44335,42107
Zakarpatska,F60_64,40873,38826
Zakarpatska,F65_69,32857,40953
Zakarpatska,F70_74,24825,21062
Zakarpatska,F75_79,17171,17312
Zakarpatska,F80Plus,21781,24761
Zakarpatska,M0_4,37790,43700
Zakarpatska,M5_9,46658,45531
Zakarpatska,M10_14,43198,45732
Zakarpatska,M15_19,36034,34104
Zakarpatska,M20_24,38521,33665
Zakarpatska,M25_29,47310,38437
Zakarpatska,M30_34,52327,52259
Zakarpatska,M35_39,50271,52394
Zakarpatska,M40_44,46161,47110
Zakarpatska,M45_49,42655,40387
Zakarpatska,M50_54,36733,34441
Zakarpatska,M55_59,37481,35195
Zakarpatska,M60_64,31799,30403
Zakarpatska,M65_69,23029,28810
Zakarpatska,M70_74,14843,11809
Zakarpatska,M75_79,8668,8391
Zakarpatska,M80Plus,8042,9514
Zakarpatska,T0_4,73218,84840
Zakarpatska,T5_9,90907,88679
Zakarpatska,T10_14,83719,88973
Zakarpatska,T15_19,70110,67110
Zakarpatska,T20_24,75553,65952
Zakarpatska,T25_29,92320,77024
Zakarpatska,T30_34,104129,103010
Zakarpatska,T35_39,100960,103915
Zakarpatska,T40_44,91748,94431
Zakarpatska,T45_49,86186,83433
Zakarpatska,T50_54,76404,73122
Zakarpatska,T55_59,81816,77302
Zakarpatska,T60_64,72672,69229
Zakarpatska,T65_69,55886,69763
Zakarpatska,T70_74,39668,32870
Zakarpatska,T75_79,25839,25703
Zakarpatska,T80Plus,29823,34275
Zaporizka,F_T,916499,935505
Zaporizka,M_T,770113,772860
Zaporizka,TotalPop,1686612,1708365
Zaporizka,F0_4,33885,39873
Zaporizka,F5_9,43832,43039
Zaporizka,F10_14,41532,40639
Zaporizka,F15_19,34476,33318
Zaporizka,F20_24,36339,38926
Zaporizka,F25_29,50872,51425
Zaporizka,F30_34,69039,66695
Zaporizka,F35_39,68057,71434
Zaporizka,F40_44,64148,68023
Zaporizka,F45_49,62670,66145
Zaporizka,F50_54,61450,62184
Zaporizka,F55_59,72657,74851
Zaporizka,F60_64,71520,73136
Zaporizka,F65_69,66901,64782
Zaporizka,F70_74,46532,52407
Zaporizka,F75_79,37267,33481
Zaporizka,F80Plus,55322,55148
Zaporizka,M0_4,35990,42436
Zaporizka,M5_9,46367,45680
Zaporizka,M10_14,44307,43605
Zaporizka,M15_19,36722,35095
Zaporizka,M20_24,38071,40925
Zaporizka,M25_29,54236,52355
Zaporizka,M30_34,71949,67732
Zaporizka,M35_39,66678,69993
Zaporizka,M40_44,63253,62334
Zaporizka,M45_49,57073,57420
Zaporizka,M50_54,51484,50506
Zaporizka,M55_59,55907,55584
Zaporizka,M60_64,49179,50258
Zaporizka,M65_69,40439,37101
Zaporizka,M70_74,23480,26816
Zaporizka,M75_79,15150,16182
Zaporizka,M80Plus,19828,18837
Zaporizka,T0_4,69875,82309
Zaporizka,T5_9,90199,88719
Zaporizka,T10_14,85839,84244
Zaporizka,T15_19,71198,68412
Zaporizka,T20_24,74410,79851
Zaporizka,T25_29,105108,103780
Zaporizka,T30_34,140988,134427
Zaporizka,T35_39,134735,141427
Zaporizka,T40_44,127401,130357
Zaporizka,T45_49,119743,123565
Zaporizka,T50_54,112934,112690
Zaporizka,T55_59,128564,130435
Zaporizka,T60_64,120699,123394
Zaporizka,T65_69,107340,101883
Zaporizka,T70_74,70012,79223
Zaporizka,T75_79,52417,49663
Zaporizka,T80Plus,75150,73985
Zhytomyrska,F_T,645844,649920
Zhytomyrska,M_T,563137,552509
Zhytomyrska,TotalPop,1208981,1202429
Zhytomyrska,F0_4,27877,31911
Zhytomyrska,F5_9,35575,34500
Zhytomyrska,F10_14,33334,35994
Zhytomyrska,F15_19,27888,28639
Zhytomyrska,F20_24,32319,27719
Zhytomyrska,F25_29,40858,34667
Zhytomyrska,F30_34,46838,43368
Zhytomyrska,F35_39,44410,48981
Zhytomyrska,F40_44,43058,45961
Zhytomyrska,F45_49,44107,43460
Zhytomyrska,F50_54,42017,38553
Zhytomyrska,F55_59,46173,44550
Zhytomyrska,F60_64,45300,42899
Zhytomyrska,F65_69,39442,45763
Zhytomyrska,F70_74,29082,33278
Zhytomyrska,F75_79,25753,24398
Zhytomyrska,F80Plus,41813,45279
Zhytomyrska,M0_4,29806,34033
Zhytomyrska,M5_9,37732,36340
Zhytomyrska,M10_14,35155,37785
Zhytomyrska,M15_19,30068,30298
Zhytomyrska,M20_24,33523,29342
Zhytomyrska,M25_29,43579,36388
Zhytomyrska,M30_34,50477,44519
Zhytomyrska,M35_39,46292,46788
Zhytomyrska,M40_44,41001,44839
Zhytomyrska,M45_49,40858,40453
Zhytomyrska,M50_54,37539,34038
Zhytomyrska,M55_59,38500,35908
Zhytomyrska,M60_64,33176,30553
Zhytomyrska,M65_69,25312,28091
Zhytomyrska,M70_74,15388,17029
Zhytomyrska,M75_79,10700,11497
Zhytomyrska,M80Plus,14031,14608
Zhytomyrska,T0_4,57683,65944
Zhytomyrska,T5_9,73307,70840
Zhytomyrska,T10_14,68489,73780
Zhytomyrska,T15_19,57956,58936
Zhytomyrska,T20_24,65842,57060
Zhytomyrska,T25_29,84437,71055
Zhytomyrska,T30_34,97315,87888
Zhytomyrska,T35_39,90702,95769
Zhytomyrska,T40_44,84059,90800
Zhytomyrska,T45_49,84965,83914
Zhytomyrska,T50_54,79556,72591
Zhytomyrska,T55_59,84673,80458
Zhytomyrska,T60_64,78476,73452
Zhytomyrska,T65_69,64754,73854
Zhytomyrska,T70_74,44470,50307
Zhytomyrska,T75_79,36453,35895
Zhytomyrska,T80Plus,55844,59887
